timestamp,close,vwap,macd,macd_signal,bb_upper,bb_lower,atr,atr_median,buy_condition_1,buy_condition_2,buy_condition_3,buy_condition_4,buy_signal,sell_condition_1,sell_condition_2,sell_condition_3,sell_condition_4,sell_signal,in_position,entry_price,highest_price_since_entry
2025-07-29 15:09:00+00:00,177.04,177.52420647612928,-0.27740333484274515,-0.27568346627467005,177.58623378008332,176.78476621991666,0.17147515205426941,0.1756204643975135,False,False,False,False,False,True,True,False,False,False,False,,
2025-07-29 15:10:00+00:00,177.3,177.5037863113156,-0.23322447114998113,-0.26506599244424406,177.49810928963083,176.80889071036913,0.19718012164352033,0.17562046582129576,False,True,False,True,False,True,False,False,True,False,False,,
2025-07-29 15:11:00+00:00,177.33,177.46559595450495,-0.1935828347776578,-0.2471949305226093,177.4497100932259,176.82328990677414,0.17574409731442392,0.1754138764221836,False,True,False,True,False,True,False,False,True,False,False,,
2025-07-29 15:12:00+00:00,177.23,177.44472638963776,-0.17214260419009975,-0.22843239394929393,177.40574216699483,176.83125783300514,0.17859527785147034,0.17595067866520697,False,True,False,True,False,True,False,False,True,False,False,,
2025-07-29 15:13:00+00:00,177.18,177.4175256250684,-0.1588737879779103,-0.21104246995145004,177.342713743573,176.84628625642696,0.161876222281364,0.17595068287971655,False,True,False,False,False,True,False,False,False,False,False,,
2025-07-29 15:14:00+00:00,176.915,177.39611317246036,-0.17524324529614432,-0.2020913012630728,177.3288409810694,176.81215901893057,0.18850097782543046,0.17701682639346245,False,True,False,True,False,True,False,False,True,False,False,,
2025-07-29 15:15:00+00:00,176.66,177.3628617242414,-0.21178047737510042,-0.20451277777636545,177.35063534962399,176.76636465037603,0.20280078226000078,0.17823582148256573,False,False,True,True,False,True,True,False,True,False,False,,
2025-07-29 15:16:00+00:00,176.75,177.31641109964903,-0.22468436633050715,-0.2095551299051554,177.35884385754736,176.71415614245268,0.20024062580800014,0.1789696089594391,False,False,False,True,False,True,True,False,True,False,False,,
2025-07-29 15:17:00+00:00,176.68,177.29375094070465,-0.23762173221248872,-0.21657314300657998,177.3695056580333,176.65149434196672,0.1801925006461427,0.17896960895809316,False,False,False,True,False,True,True,False,True,False,False,,
2025-07-29 15:18:00+00:00,176.395,177.24615396880617,-0.27380031467464505,-0.23087993592351222,177.4011167068206,176.4948832931794,0.21615400051885633,0.1789696089708238,False,False,True,True,False,True,True,False,True,False,False,,
