asset_id,symbol,exchange,asset_class,asset_marginable,avg_entry_price,qty,side,market_value,cost_basis,unrealized_pl,unrealized_plpc,unrealized_intraday_pl,unrealized_intraday_plpc,current_price,lastday_price,change_today,swap_rate,avg_entry_swap_rate,usd,qty_available
b0b6dd9d-8b9b-48a9-ba46-b9d54906e415,AAPL,NASDAQ,us_equity,True,163.195,4,long,801.2,652.779999,148.420001,0.2273660363788199,0,0,200.3,200.3,0,,,,4
f801f835-bfe6-4a9d-a6b1-ccbb84bfd75f,AMZN,NASDAQ,us_equity,True,7.785904,83,long,17659.91,646.23,17013.68,26.3275923432833511,0,0,212.77,212.77,0,,,,83
a3e21504-59e3-4f4b-8f9c-86a569bdf842,CMG,NYSE,us_equity,True,53.085105,200,long,10930,10617.021,312.979,0.0294789847359255,0,0,54.65,54.65,0,,,,200
