timestamp,close,vwap,macd,macd_signal,bb_upper,bb_lower,atr,atr_median,buy_condition_1,buy_condition_2,buy_condition_3,buy_condition_4,buy_signal,sell_condition_1,sell_condition_2,sell_condition_3,sell_condition_4,sell_signal,in_position,entry_price,highest_price_since_entry
2025-07-14 15:21:00+00:00,208.39,208.5480395882438,-0.025132033136458176,-0.014633340456800342,208.65396249609307,208.29403750390696,0.13075692011552315,0.13506771223619266,False,False,False,False,False,True,True,False,False,False,False,,
2025-07-14 15:22:00+00:00,208.4,208.5451594307188,-0.030040493814226465,-0.018485128796156873,208.62014639125272,208.2848536087473,0.11460553609242079,0.13483445587967027,False,False,False,False,False,True,True,False,False,False,False,,
2025-07-14 15:23:00+00:00,208.475,208.5429895348085,-0.02488227441961044,-0.020084415202020263,208.5804912889344,208.29350871106556,0.10668442887393437,0.13483445587967027,False,False,False,False,False,True,True,False,False,False,False,,
2025-07-14 15:24:00+00:00,208.485,208.54102171045315,-0.019587528052284142,-0.019960193414586234,208.57662891653916,208.29337108346084,0.10434754309914726,0.13483445587967027,False,True,False,False,False,True,False,False,False,False,False,,
2025-07-14 15:25:00+00:00,208.5,208.5358534250922,-0.013744302911447903,-0.01840622078880165,208.58192185379596,208.29407814620407,0.1004780344793194,0.13483445587967027,False,True,False,False,False,True,False,False,False,False,False,,
2025-07-14 15:26:00+00:00,208.745,208.5344939251889,0.017482484516648356,-0.009434044462439149,208.6658246117588,208.29717538824121,0.12938242758345644,0.13483445587967027,True,True,False,False,False,False,False,True,False,False,False,,
2025-07-14 15:27:00+00:00,208.64,208.5398336651007,0.02842046656405728,2.9583294184958205e-05,208.6744038786994,208.36759612130064,0.1245059420667688,0.1327400211705368,True,True,False,False,False,False,False,False,False,False,False,,
2025-07-14 15:28:00+00:00,208.73,208.54477650577397,0.04567680866102819,0.011441389635895766,208.72191247872232,208.3620875212777,0.12160475365341776,0.13139540615609696,True,True,False,False,False,False,False,True,False,False,False,,
2025-07-14 15:29:00+00:00,208.7,208.5564331680137,0.054120931971255004,0.0221080589396181,208.7478618693024,208.36113813069764,0.1072838029223405,0.13006967384792298,True,True,False,False,False,False,False,False,False,False,False,,
2025-07-14 15:30:00+00:00,208.78,208.5598739745903,0.06801206024306339,0.03358937311960214,208.79793924779662,208.37106075220336,0.10382704233773513,0.1289242374235622,True,True,False,False,False,False,False,False,False,False,False,,
2025-07-14 15:31:00+00:00,208.835,208.5808807595281,0.08288020432539156,0.045918793157880736,208.84511975846695,208.41288024153303,0.1040616338699979,0.12772211863056565,True,True,False,False,False,False,False,False,False,False,False,,
2025-07-14 15:32:00+00:00,208.785,208.569864651864,0.0867288093824925,0.0561229752732377,208.859981330263,208.47501866973704,0.09324930709575513,0.12667363276735744,True,True,False,False,False,False,False,False,False,False,False,,
2025-07-14 15:33:00+00:00,208.62,208.56962062348316,0.0699518447759715,0.05958263981859857,208.85154645381112,208.5124535461889,0.10759944567665984,0.12632264644473967,True,True,False,False,False,False,False,False,False,False,False,,
