timestamp,close_spy,close_qqq,spread,z_score,in_pair_position,side_a,side_b,entry_a,entry_b,qty_a,qty_b,pnl_total
2025-07-29 18:27:00+00:00,635.22,567.74,67.48000000000002,0.20388273310643784,False,,,,,7,8,
2025-07-29 18:27:00+00:00,635.22,567.74,67.48000000000002,0.2038827331064332,False,,,,,7,8,
2025-07-29 18:27:00+00:00,635.22,567.74,67.48000000000002,0.20388273310644445,False,,,,,7,8,
2025-07-29 18:31:00+00:00,635.59,568.11,67.48000000000002,0.23968513778482417,False,,,,,7,8,
2025-07-29 18:32:00+00:00,635.64,568.215,67.42499999999995,-0.1672248910980859,False,,,,,7,8,
2025-07-29 18:33:00+00:00,635.61,568.25,67.36000000000001,-0.6548537521802661,False,,,,,7,8,
2025-07-29 18:34:00+00:00,635.58,568.2,67.38,-0.4688857016199816,False,,,,,7,8,
2025-07-29 18:35:00+00:00,635.52,568.16,67.36000000000001,-0.6084192743287727,False,,,,,7,8,
2025-07-29 18:36:00+00:00,635.59,568.24,67.35000000000002,-0.6663003313418033,False,,,,,7,8,
2025-07-29 18:36:00+00:00,635.59,568.24,67.35000000000002,-0.6663003313418651,False,,,,,7,8,
2025-07-29 18:38:00+00:00,635.67,568.365,67.30499999999995,-1.019326063712394,False,,,,,7,8,
2025-07-29 18:38:00+00:00,635.67,568.365,67.30499999999995,-1.0193260637123203,False,,,,,7,8,
2025-07-29 18:40:00+00:00,635.84,568.42,67.42000000000007,-0.0007339624730342816,False,,,,,7,8,
2025-07-29 18:41:00+00:00,635.725,568.41,67.31500000000005,-0.8949617792803276,False,,,,,7,8,
2025-07-29 18:42:00+00:00,635.59,568.24,67.35000000000002,-0.5604291403755753,False,,,,,7,8,
2025-07-29 18:43:00+00:00,635.57,568.19,67.38,-0.2548653635621307,False,,,,,7,8,
2025-07-29 18:44:00+00:00,635.695,568.17,67.52500000000009,1.2058902947654038,False,,,,,7,8,
2025-07-29 18:45:00+00:00,635.71,568.345,67.36500000000001,-0.3684246812790288,False,,,,,7,8,
2025-07-29 18:46:00+00:00,635.71,568.235,67.47500000000002,0.8883528894659752,False,,,,,7,8,
2025-07-29 18:46:00+00:00,635.71,568.235,67.47500000000002,0.8883528894661192,False,,,,,7,8,
2025-07-29 18:48:00+00:00,635.52,568.025,67.495,1.3149596853517613,False,,,,,7,8,
2025-07-29 18:49:00+00:00,635.52,568.07,67.44999999999993,0.8408721111155613,False,,,,,7,8,
2025-07-29 18:50:00+00:00,635.54,568.065,67.47499999999991,1.1720829975319917,False,,,,,7,8,
2025-07-29 18:51:00+00:00,635.54,568.01,67.52999999999997,1.8641855256939,False,,,,,7,8,
2025-07-29 18:51:00+00:00,635.54,568.01,67.52999999999997,1.8641855256935693,False,,,,,7,8,
2025-07-29 18:51:00+00:00,635.54,568.01,67.52999999999997,1.8641855256935693,False,,,,,7,8,
2025-07-29 18:51:00+00:00,635.54,568.01,67.52999999999997,1.8641855256934643,False,,,,,7,8,
2025-07-29 18:55:00+00:00,635.4,568.01,67.38999999999999,0.0057536623841300556,False,,,,,7,8,
2025-07-29 18:56:00+00:00,635.225,568.025,67.20000000000005,-2.4362685469469043,True,1,-1,635.225,568.025,7,8,0.0
2025-07-29 18:57:00+00:00,635.28,567.82,67.45999999999992,0.9430268353180977,False,,,,,0,0,
2025-07-29 18:58:00+00:00,635.355,567.91,67.44500000000005,0.727198309255251,False,,,,,7,8,
2025-07-29 19:00:00+00:00,635.26,567.945,67.31499999999994,-0.9247409353975864,False,,,,,7,8,
2025-07-29 19:01:00+00:00,635.36,567.9,67.46000000000004,0.9447315026764993,False,,,,,7,8,
2025-07-29 19:02:00+00:00,635.36,567.94,67.41999999999996,0.4482888197695068,False,,,,,7,8,
2025-07-29 19:03:00+00:00,635.395,567.9,67.495,1.4309634004613094,False,,,,,7,8,
2025-07-29 19:04:00+00:00,635.38,567.95,67.42999999999995,0.5871064496592734,False,,,,,7,8,
2025-07-29 19:05:00+00:00,635.475,568.01,67.46500000000003,1.0462958516289398,False,,,,,7,8,
2025-07-29 19:06:00+00:00,635.45,567.95,67.5,1.4612020548263154,False,,,,,7,8,
2025-07-29 19:07:00+00:00,635.54,568.065,67.47499999999991,1.1136902973526541,False,,,,,7,8,
2025-07-29 19:08:00+00:00,635.52,568.03,67.49000000000001,1.3023003034815004,False,,,,,7,8,
2025-07-29 19:09:00+00:00,635.39,567.895,67.495,1.329698070268583,False,,,,,7,8,
2025-07-29 19:10:00+00:00,635.455,567.895,67.56000000000006,2.0661937301636715,True,-1,1,635.455,567.895,7,8,0.0
2025-07-29 19:11:00+00:00,635.33,567.79,67.54000000000008,1.742891562798449,True,-1,1,635.455,567.895,7,8,0.03499999999985448
2025-07-29 19:12:00+00:00,635.42,567.86,67.55999999999995,1.8858439105134701,True,-1,1,635.455,567.895,7,8,-0.03499999999917236
2025-07-29 19:13:00+00:00,635.54,567.91,67.63,2.503366483485318,True,-1,1,635.455,567.895,7,8,-0.474999999999568
2025-07-29 19:14:00+00:00,635.57,568.01,67.56000000000006,1.6671280565811541,True,-1,1,635.455,567.895,7,8,0.1150000000000091
2025-07-29 19:15:00+00:00,635.52,567.91,67.61000000000001,2.0817325195344663,True,-1,1,635.455,567.895,7,8,-0.3349999999996953
2025-07-29 19:16:00+00:00,635.56,567.945,67.6149999999999,2.030465376556799,True,-1,1,635.455,567.895,7,8,-0.3349999999987858
2025-07-29 19:17:00+00:00,635.36,567.81,67.55000000000007,1.331755916462454,True,-1,1,635.455,567.895,7,8,-0.015000000000100044
2025-07-29 19:18:00+00:00,635.275,567.79,67.48500000000001,0.6705645024361537,True,-1,1,635.455,567.895,7,8,0.42000000000030013
2025-07-29 19:19:00+00:00,635.39,567.86,67.52999999999997,1.076429080298472,True,-1,1,635.455,567.895,7,8,0.17500000000063665
2025-07-29 19:20:00+00:00,635.45,567.91,67.54000000000008,1.1508136257145438,True,-1,1,635.455,567.895,7,8,0.15499999999985903
2025-07-29 19:21:00+00:00,635.39,567.89,67.5,0.7214318061379259,True,-1,1,635.455,567.895,7,8,0.41500000000041837
2025-07-29 19:22:00+00:00,635.25,567.65,67.60000000000002,1.66712456116464,True,-1,1,635.455,567.895,7,8,-0.5249999999997499
2025-07-29 19:23:00+00:00,635.26,567.64,67.62,1.7820188272564776,True,-1,1,635.455,567.895,7,8,-0.6749999999996135
2025-07-29 19:24:00+00:00,635.3,567.71,67.58999999999992,1.4466139432706526,True,-1,1,635.455,567.895,7,8,-0.39499999999895863
2025-07-29 19:25:00+00:00,635.24,567.69,67.54999999999995,1.0170461334979464,True,-1,1,635.455,567.895,7,8,-0.1349999999991951
2025-07-29 19:26:00+00:00,635.195,567.555,67.6400000000001,1.854189040079459,True,-1,1,635.455,567.895,7,8,-0.9000000000003183
2025-07-29 19:27:00+00:00,635.135,567.51,67.625,1.6344641291750708,True,-1,1,635.455,567.895,7,8,-0.8399999999995771
2025-07-29 19:27:00+00:00,635.135,567.51,67.625,1.634464129174877,True,-1,1,635.455,567.895,7,8,-0.8399999999995771
2025-07-29 19:29:00+00:00,635.06,567.4,67.65999999999997,1.9095779219167548,True,-1,1,635.455,567.895,7,8,-1.194999999999368
2025-07-29 19:30:00+00:00,635.2,567.48,67.72000000000003,2.3532500763158497,True,-1,1,635.455,567.895,7,8,-1.5349999999997408
2025-07-29 19:31:00+00:00,635.15,567.42,67.73000000000002,2.2980241780633976,True,-1,1,635.455,567.895,7,8,-1.6649999999997362
2025-07-29 19:32:00+00:00,635.135,567.42,67.71500000000003,2.0632959749031374,True,-1,1,635.455,567.895,7,8,-1.5599999999998317
2025-07-29 19:33:00+00:00,635.125,567.42,67.70500000000004,1.881352495265815,True,-1,1,635.455,567.895,7,8,-1.4899999999998954
2025-07-29 19:34:00+00:00,635.04,567.36,67.67999999999995,1.608510602135436,True,-1,1,635.455,567.895,7,8,-1.3749999999992042
2025-07-29 19:35:00+00:00,634.855,567.05,67.80500000000006,2.5060943700423772,True,-1,1,635.455,567.895,7,8,-2.560000000000059
2025-07-29 19:36:00+00:00,634.69,566.855,67.83500000000004,2.5558932039173032,True,-1,1,635.455,567.895,7,8,-2.9649999999998045
2025-07-29 19:37:00+00:00,634.74,566.93,67.81000000000006,2.2164912584811978,True,-1,1,635.455,567.895,7,8,-2.715000000000032
2025-07-29 19:38:00+00:00,634.56,566.66,67.89999999999998,2.6632960284267564,True,-1,1,635.455,567.895,7,8,-3.6149999999994407
2025-07-29 19:39:00+00:00,634.38,566.655,67.72500000000002,1.378083100789304,True,-1,1,635.455,567.895,7,8,-2.3949999999997544
2025-07-29 19:40:00+00:00,634.66,566.88,67.77999999999997,1.6835514757741048,True,-1,1,635.455,567.895,7,8,-2.5549999999993815
2025-07-29 19:41:00+00:00,634.56,566.79,67.76999999999998,1.554584042079457,True,-1,1,635.455,567.895,7,8,-2.574999999999477
2025-07-29 19:42:00+00:00,634.47,566.87,67.60000000000002,0.3879443188390115,True,-1,1,635.455,567.895,7,8,-1.3049999999997226
2025-07-29 19:43:00+00:00,634.52,566.91,67.61000000000001,0.43269940987136307,True,-1,1,635.455,567.895,7,8,-1.3349999999996953
2025-07-29 19:44:00+00:00,634.75,567.19,67.55999999999995,0.06580954864862183,True,-1,1,635.455,567.895,7,8,-0.7049999999991314
2025-07-29 19:45:00+00:00,634.84,567.31,67.53000000000009,-0.17449948984978317,False,,,,,0,0,
2025-07-29 19:46:00+00:00,634.88,567.27,67.61000000000001,0.3790660191223406,False,,,,,7,8,
2025-07-29 19:47:00+00:00,634.96,567.29,67.67000000000007,0.7865130633630916,False,,,,,7,8,
2025-07-29 19:48:00+00:00,634.98,567.3,67.68000000000006,0.8328012386699118,False,,,,,7,8,
2025-07-29 19:49:00+00:00,635.09,567.34,67.75,1.314612827003847,False,,,,,7,8,
2025-07-29 19:50:00+00:00,635.06,567.295,67.76499999999999,1.3759775909646261,False,,,,,7,8,
2025-07-29 19:51:00+00:00,634.98,567.205,67.77499999999998,1.4061206013983691,False,,,,,7,8,
2025-07-29 19:52:00+00:00,634.895,567.265,67.63,0.3101833607015757,False,,,,,7,8,
2025-07-29 19:53:00+00:00,635.075,567.35,67.72500000000002,0.9873880659045486,False,,,,,7,8,
2025-07-29 19:54:00+00:00,635.11,567.34,67.76999999999998,1.2768707992974597,False,,,,,7,8,
2025-07-29 19:55:00+00:00,635.0,567.17,67.83000000000004,1.6495633591851981,False,,,,,7,8,
2025-07-29 19:56:00+00:00,634.915,566.92,67.995,2.629841861470752,True,-1,1,634.915,566.92,7,8,0.0
2025-07-29 19:57:00+00:00,634.97,566.92,68.05000000000007,2.784349510159326,True,-1,1,634.915,566.92,7,8,-0.38500000000044565
2025-07-29 19:58:00+00:00,634.99,566.92,68.07000000000005,2.8106578722811624,True,-1,1,634.915,566.92,7,8,-0.5250000000003183
